,Site,Crop,Experiment,Treatment ,Mineral N kg/ha/y,farmyard manure t/ha/year,Reported yield data (t DM/ha),Mean,min_yield,max_yield,Soil texture,LAT,SIMUID_1,Sand,Silt,Clay,variable,Yield
14250,Lípa,BARL,Nstac,0,0.0,0.0,grain,2.4553000000000003,1.2728,3.01,sandy loam,49.56,27951.0,65.0,25.0,10.0,2012,2.7176
14253,Lípa,BARL,Nstac,N,90.0,0.0,grain,5.2395499999999995,4.1366,6.5102,sandy loam,49.56,27951.0,65.0,25.0,10.0,2012,5.0138
14256,Lípa,BARL,Nstac,FYM. + N,90.0,10.0,grain,5.592149999999999,4.9106,6.622,sandy loam,49.56,27951.0,65.0,25.0,10.0,2012,5.3234
14259,Pusté Jakartice,BARL,Nstac,0,0.0,0.0,grain,3.5109500000000002,2.1242,4.2914,loam,49.98,29745.0,40.0,40.0,20.0,2012,2.1242
14261,Pusté Jakartice,BARL,Nstac,N,90.0,0.0,grain,5.90605,4.2226,7.955,loam,49.98,29745.0,40.0,40.0,20.0,2012,4.2226
14263,Pusté Jakartice,BARL,Nstac,FYM. + N,90.0,10.0,grain,5.87595,4.0506,8.0926,loam,49.98,29745.0,40.0,40.0,20.0,2012,4.0506
14265,Staňkov,BARL,Nstac,0,0.0,0.0,grain,2.9618399999999996,1.6512,3.8011999999999997,loam,49.55,23179.0,40.0,40.0,20.0,2012,3.8011999999999997
14267,Staňkov,BARL,Nstac,N,90.0,0.0,grain,4.3068800000000005,2.4166,6.2092,loam,49.55,23179.0,40.0,40.0,20.0,2012,5.0998
14269,Staňkov,BARL,Nstac,FYM. + N,90.0,10.0,grain,4.53048,2.6058,5.9597999999999995,loam,49.55,23179.0,40.0,40.0,20.0,2012,5.3664000000000005
14271,Hradec n. Svit.,BARL,Nstac,0,0.0,0.0,grain,2.3219999999999996,1.1352,3.5432,loam,49.73,26472.0,40.0,40.0,20.0,2012,3.2851999999999997
14274,Hradec n. Svit.,BARL,Nstac,N,90.0,0.0,grain,4.5064,3.4658,6.0973999999999995,loam,49.73,26472.0,40.0,40.0,20.0,2012,4.6784
14277,Hradec n. Svit.,BARL,Nstac,FYM. + N,90.0,10.0,grain,5.196119999999999,4.308599999999999,6.5532,loam,49.73,26472.0,40.0,40.0,20.0,2012,5.6244
14283,Věrovany,BARL,Nstac,0,0.0,0.0,grain,5.074,2.8466,7.198199999999999,loam,49.47,28776.0,40.0,40.0,20.0,2012,2.8466
14285,Věrovany,BARL,Nstac,N,90.0,0.0,grain,5.951199999999999,3.8097999999999996,8.5312,loam,49.47,28776.0,40.0,40.0,20.0,2012,3.8097999999999996
14287,Věrovany,BARL,Nstac,FYM. + N,90.0,10.0,grain,5.9512,4.3688,7.6884,loam,49.47,28776.0,40.0,40.0,20.0,2012,4.3688
14289,Vysoká,BARL,Nstac,0,0.0,0.0,grain,2.02788,1.0836,4.2656,loam,49.64,21991.0,40.0,40.0,20.0,2012,1.0836
14291,Vysoká,BARL,Nstac,N,90.0,0.0,grain,3.4761200000000003,1.9264000000000001,6.9918000000000005,loam,49.64,21991.0,40.0,40.0,20.0,2012,1.9264000000000001
14293,Vysoká,BARL,Nstac,FYM. + N,90.0,10.0,grain,3.61888,2.021,7.1293999999999995,loam,49.64,21991.0,40.0,40.0,20.0,2012,2.021
14295,Žatec,BARL,Nstac,0,0.0,0.0,grain,4.13445,2.4423999999999997,5.0998,clay loam,50.3,24818.0,35.0,30.0,35.0,2012,4.472
14296,Žatec,BARL,Nstac,N,90.0,0.0,grain,5.2288,2.8982,7.696999999999999,clay loam,50.3,24818.0,35.0,30.0,35.0,2012,5.3062
14297,Žatec,BARL,Nstac,FYM. + N,90.0,10.0,grain,5.35995,3.1734,7.5680000000000005,clay loam,50.3,24818.0,35.0,30.0,35.0,2012,5.4438
14298,Horažďovice,BARL,Nstac,0,0.0,0.0,straw ,2.2703999999999995,1.333,3.7323999999999997,loamy sand,49.34,23089.0,82.0,13.0,5.0,2012,1.505
14300,Horažďovice,BARL,Nstac,N,90.0,0.0,straw ,4.43545,2.709,7.8002,loamy sand,49.34,23089.0,82.0,13.0,5.0,2012,3.0014000000000003
14302,Horažďovice,BARL,Nstac,FYM. + N,90.0,10.0,straw ,5.5126,2.7864,10.32,loamy sand,49.34,23089.0,82.0,13.0,5.0,2012,2.7864
14304,Chrastava,BARL,Nstac,0,0.0,0.0,straw ,1.71484,0.8858,2.6574,loamy sand,50.82,26459.0,82.0,13.0,5.0,2012,2.6574
14306,Chrastava,BARL,Nstac,N,90.0,0.0,straw ,3.22156,1.5824,4.7299999999999995,loamy sand,50.82,26459.0,82.0,13.0,5.0,2012,3.9302
14308,Chrastava,BARL,Nstac,FYM. + N,90.0,10.0,straw ,3.66016,1.9005999999999998,4.5838,loamy sand,50.82,26459.0,82.0,13.0,5.0,2012,4.4032
14310,Jaroměřice,BARL,Nstac,0,0.0,0.0,straw ,4.2054,2.6488,6.312399999999999,clay loam,49.1,27966.0,35.0,30.0,35.0,2012,2.6488
14313,Jaroměřice,BARL,Nstac,N,90.0,0.0,straw ,5.59215,4.0334,7.757199999999999,clay loam,49.1,27966.0,35.0,30.0,35.0,2012,4.0334
14316,Jaroměřice,BARL,Nstac,FYM. + N,90.0,10.0,straw ,5.652349999999999,4.2398,7.8431999999999995,clay loam,49.1,27966.0,35.0,30.0,35.0,2012,4.2398
14322,Lípa,BARL,Nstac,0,0.0,0.0,straw ,1.6125,0.7568,2.1242,sandy loam,49.56,27951.0,65.0,25.0,10.0,2012,0.7568
14325,Lípa,BARL,Nstac,N,90.0,0.0,straw ,4.087149999999999,2.1757999999999997,5.2976,sandy loam,49.56,27951.0,65.0,25.0,10.0,2012,2.1757999999999997
14328,Lípa,BARL,Nstac,FYM. + N,90.0,10.0,straw ,3.98395,2.2704,5.031,sandy loam,49.56,27951.0,65.0,25.0,10.0,2012,2.2704
14331,Pusté Jakartice,BARL,Nstac,0,0.0,0.0,straw ,2.3585499999999997,1.2813999999999999,4.1194,loam,49.98,29745.0,40.0,40.0,20.0,2012,1.2813999999999999
14333,Pusté Jakartice,BARL,Nstac,N,90.0,0.0,straw ,3.54535,1.1696,7.8174,loam,49.98,29745.0,40.0,40.0,20.0,2012,2.2016
14335,Pusté Jakartice,BARL,Nstac,FYM. + N,90.0,10.0,straw ,3.5044999999999997,2.1929999999999996,6.2608,loam,49.98,29745.0,40.0,40.0,20.0,2012,2.1929999999999996
14337,Staňkov,BARL,Nstac,0,0.0,0.0,straw ,3.2181200000000003,1.72,4.7902000000000005,loam,49.55,23179.0,40.0,40.0,20.0,2012,4.214
14339,Staňkov,BARL,Nstac,N,90.0,0.0,straw ,4.435879999999999,1.6942,7.0004,loam,49.55,23179.0,40.0,40.0,20.0,2012,5.418
14341,Staňkov,BARL,Nstac,FYM. + N,90.0,10.0,straw ,5.27868,1.8232000000000002,9.2966,loam,49.55,23179.0,40.0,40.0,20.0,2012,6.0286
14343,Hradec n. Svit.,BARL,Nstac,0,0.0,0.0,straw ,2.09152,1.4447999999999999,3.0357999999999996,loam,49.73,26472.0,40.0,40.0,20.0,2012,3.0357999999999996
14346,Hradec n. Svit.,BARL,Nstac,N,90.0,0.0,straw ,4.1090800000000005,2.58,6.4155999999999995,loam,49.73,26472.0,40.0,40.0,20.0,2012,4.7386
14349,Hradec n. Svit.,BARL,Nstac,FYM. + N,90.0,10.0,straw ,6.0423599999999995,3.053,11.5756,loam,49.73,26472.0,40.0,40.0,20.0,2012,6.4758000000000004
14355,Věrovany,BARL,Nstac,0,0.0,0.0,straw ,3.5947999999999998,2.1757999999999997,4.575200000000001,loam,49.47,28776.0,40.0,40.0,20.0,2012,3.0616
14357,Věrovany,BARL,Nstac,N,90.0,0.0,straw ,3.97105,2.236,5.8824,loam,49.47,28776.0,40.0,40.0,20.0,2012,3.1476
14359,Věrovany,BARL,Nstac,FYM. + N,90.0,10.0,straw ,4.224749999999999,2.3649999999999998,6.2092,loam,49.47,28776.0,40.0,40.0,20.0,2012,3.1561999999999997
14361,Vysoká,BARL,Nstac,0,0.0,0.0,straw ,1.34848,0.8083999999999999,1.8834,loam,49.64,21991.0,40.0,40.0,20.0,2012,1.3072
14363,Vysoká,BARL,Nstac,N,90.0,0.0,straw ,2.7089999999999996,1.7372,5.6158,loam,49.64,21991.0,40.0,40.0,20.0,2012,1.7372
14365,Vysoká,BARL,Nstac,FYM. + N,90.0,10.0,straw ,2.6144,1.7372,4.9106,loam,49.64,21991.0,40.0,40.0,20.0,2012,1.7372
14367,Žatec,BARL,Nstac,0,0.0,0.0,straw ,1.4448,0.6880000000000001,1.8145999999999998,clay loam,50.3,24818.0,35.0,30.0,35.0,2012,1.8145999999999998
14368,Žatec,BARL,Nstac,N,90.0,0.0,straw ,2.4294999999999995,1.4791999999999998,2.8379999999999996,clay loam,50.3,24818.0,35.0,30.0,35.0,2012,2.8379999999999996
14369,Žatec,BARL,Nstac,FYM. + N,90.0,10.0,straw ,3.0229,1.677,4.042,clay loam,50.3,24818.0,35.0,30.0,35.0,2012,2.8895999999999997
14514,Horažďovice,BARL,SOH,0,0.0,0.0,grain,2.3593466666666667,1.935,2.9068,loamy sand,49.34,23089.0,82.0,13.0,5.0,2012,2.7004
14516,Horažďovice,BARL,SOH,N,120.0,0.0,grain,4.792700555555555,3.9302,6.6134,loamy sand,49.34,23089.0,82.0,13.0,5.0,2012,3.9302
14518,Horažďovice,BARL,SOH,FYM. ,0.0,10.0,grain,2.7725861111111105,2.3478,3.8097999999999996,loamy sand,49.34,23089.0,82.0,13.0,5.0,2012,3.8097999999999996
14520,Horažďovice,BARL,SOH,FYM. + N,120.0,10.0,grain,4.5137,3.096,5.436,loamy sand,49.34,23089.0,82.0,13.0,5.0,2012,4.308599999999999
14522,Chrastava,BARL,SOH,0,0.0,0.0,grain,2.646972171253823,1.8834,3.87,loamy sand,50.82,26459.0,82.0,13.0,5.0,2012,3.87
14524,Chrastava,BARL,SOH,N,120.0,0.0,grain,4.414987898645697,1.8920000000000001,6.106,loamy sand,50.82,26459.0,82.0,13.0,5.0,2012,4.9192
14526,Chrastava,BARL,SOH,FYM. ,0.0,10.0,grain,3.0781368719965054,2.3306,4.8246,loamy sand,50.82,26459.0,82.0,13.0,5.0,2012,4.8246
14528,Chrastava,BARL,SOH,FYM. + N,120.0,10.0,grain,4.355150458715596,2.3822,5.3664000000000005,loamy sand,50.82,26459.0,82.0,13.0,5.0,2012,5.177199999999999
14530,Jaroměřice,BARL,SOH,0,0.0,0.0,grain,3.668979,1.8145999999999998,5.4696,clay loam,49.1,27966.0,35.0,30.0,35.0,2012,4.6268
14533,Jaroměřice,BARL,SOH,N,120.0,0.0,grain,5.698158,2.7864,8.0926,clay loam,49.1,27966.0,35.0,30.0,35.0,2012,6.45
14536,Jaroměřice,BARL,SOH,FYM. ,0.0,10.0,grain,4.5626788000000005,2.9842,6.2092,clay loam,49.1,27966.0,35.0,30.0,35.0,2012,5.6588
14539,Jaroměřice,BARL,SOH,FYM. + N,120.0,10.0,grain,6.0434676,4.7644,7.783,clay loam,49.1,27966.0,35.0,30.0,35.0,2012,6.252199999999999
14546,Lednice,BARL,SOH,0,0.0,0.0,grain,3.6562740740740742,0.8772,5.2202,loam,48.8,28153.0,40.0,40.0,20.0,2012,0.8772
14547,Lednice,BARL,SOH,N,120.0,0.0,grain,4.6913,1.806,6.983199999999999,loam,48.8,28153.0,40.0,40.0,20.0,2012,1.806
14548,Lednice,BARL,SOH,FYM. ,0.0,10.0,grain,4.271333333333334,1.6598,5.7017999999999995,loam,48.8,28153.0,40.0,40.0,20.0,2012,1.6598
14549,Lednice,BARL,SOH,FYM. + N,120.0,10.0,grain,4.632055555555556,1.7801999999999998,6.7509999999999994,loam,48.8,28153.0,40.0,40.0,20.0,2012,1.7801999999999998
14554,Lípa,BARL,SOH,0,0.0,0.0,grain,1.771446856340007,1.0578,2.6488,sandy loam,49.56,27951.0,65.0,25.0,10.0,2012,2.6488
14557,Lípa,BARL,SOH,N,120.0,0.0,grain,3.859647839831401,2.6574,5.2632,sandy loam,49.56,27951.0,65.0,25.0,10.0,2012,4.644
14560,Lípa,BARL,SOH,FYM. ,0.0,10.0,grain,2.408446469968388,1.7114,3.612,sandy loam,49.56,27951.0,65.0,25.0,10.0,2012,3.612
14563,Lípa,BARL,SOH,FYM. + N,120.0,10.0,grain,3.8999533192834566,3.053,5.0052,sandy loam,49.56,27951.0,65.0,25.0,10.0,2012,4.6268
14566,Pusté Jakartice,BARL,SOH,0,0.0,0.0,grain,2.5158999,1.2298,3.1538994999999996,loam,49.98,29745.0,40.0,40.0,20.0,2012,2.9068
14568,Pusté Jakartice,BARL,SOH,N,120.0,0.0,grain,4.230510199999999,2.967,5.560751,loam,49.98,29745.0,40.0,40.0,20.0,2012,3.6464000000000003
14570,Pusté Jakartice,BARL,SOH,FYM. ,0.0,10.0,grain,3.4686774999999996,1.72,4.3344,loam,49.98,29745.0,40.0,40.0,20.0,2012,3.8528000000000002
14572,Pusté Jakartice,BARL,SOH,FYM. + N,120.0,10.0,grain,4.4974684,3.7926,5.760342,loam,49.98,29745.0,40.0,40.0,20.0,2012,4.085
14574,Staňkov,BARL,SOH,0,0.0,0.0,grain,2.2695768656716417,0.4386,4.0076,loam,49.55,23179.0,40.0,40.0,20.0,2012,4.0076
14576,Staňkov,BARL,SOH,N,120.0,0.0,grain,4.414891542288557,0.9632000000000001,7.7314,loam,49.55,23179.0,40.0,40.0,20.0,2012,6.0114
14578,Staňkov,BARL,SOH,FYM. ,0.0,10.0,grain,3.2194456467661694,0.6278,5.5126,loam,49.55,23179.0,40.0,40.0,20.0,2012,4.9879999999999995
14580,Staňkov,BARL,SOH,FYM. + N,120.0,10.0,grain,4.277640298507463,0.903,6.9316,loam,49.55,23179.0,40.0,40.0,20.0,2012,5.7964
14582,Hradec n. Svit.,BARL,SOH,0,0.0,0.0,grain,2.1148806742640076,0.5030840455840456,3.5002,loam,49.73,26472.0,40.0,40.0,20.0,2012,2.7004
14585,Hradec n. Svit.,BARL,SOH,N,120.0,0.0,grain,4.022768839031339,2.7864,6.5876,loam,49.73,26472.0,40.0,40.0,20.0,2012,3.9302
14588,Hradec n. Svit.,BARL,SOH,FYM. ,0.0,10.0,grain,2.654257526115859,1.1679451566951569,4.2054,loam,49.73,26472.0,40.0,40.0,20.0,2012,3.8097999999999996
14591,Hradec n. Svit.,BARL,SOH,FYM. + N,120.0,10.0,grain,4.381307158119658,3.2335999999999996,6.8714,loam,49.73,26472.0,40.0,40.0,20.0,2012,4.308599999999999
14598,Věrovany,BARL,SOH,0,0.0,0.0,grain,4.224491358024691,2.3134,6.0141481481481485,loam,49.47,28776.0,40.0,40.0,20.0,2012,2.3134
14600,Věrovany,BARL,SOH,N,120.0,0.0,grain,4.858803644914757,3.4658,7.050821869488535,loam,49.47,28776.0,40.0,40.0,20.0,2012,3.5862
14602,Věrovany,BARL,SOH,FYM. ,0.0,10.0,grain,4.389422810111699,2.709,6.192,loam,49.47,28776.0,40.0,40.0,20.0,2012,2.709
14604,Věrovany,BARL,SOH,FYM. + N,120.0,10.0,grain,4.852495473251029,2.8895999999999997,7.460172839506173,loam,49.47,28776.0,40.0,40.0,20.0,2012,3.5603999999999996
14606,Vysoká,BARL,SOH,0,0.0,0.0,grain,2.371896990740741,1.5996000000000001,4.1108,loam,49.64,21991.0,40.0,40.0,20.0,2012,2.4252
14608,Vysoká,BARL,SOH,N,120.0,0.0,grain,4.615608333333333,3.2851999999999997,6.4586,loam,49.64,21991.0,40.0,40.0,20.0,2012,3.2851999999999997
14610,Vysoká,BARL,SOH,FYM. ,0.0,10.0,grain,3.224123148148148,2.4768,5.5556,loam,49.64,21991.0,40.0,40.0,20.0,2012,2.4768
14612,Vysoká,BARL,SOH,FYM. + N,120.0,10.0,grain,4.3145391203703705,3.0014000000000003,6.467199999999999,loam,49.64,21991.0,40.0,40.0,20.0,2012,3.0014000000000003
14614,Žatec,BARL,SOH,0,0.0,0.0,grain,4.5046800000000005,2.9068,5.9254,clay loam,50.3,24818.0,35.0,30.0,35.0,2012,4.343
14615,Žatec,BARL,SOH,N,120.0,0.0,grain,4.931240000000001,3.3282,7.542199999999999,clay loam,50.3,24818.0,35.0,30.0,35.0,2012,4.1108
14616,Žatec,BARL,SOH,FYM. ,0.0,10.0,grain,4.5064,3.2422,6.1404,clay loam,50.3,24818.0,35.0,30.0,35.0,2012,4.128
14617,Žatec,BARL,SOH,FYM. + N,120.0,10.0,grain,4.7472,3.0272,6.8714,clay loam,50.3,24818.0,35.0,30.0,35.0,2012,4.170999999999999
14618,Horažďovice,BARL,SOH,0,0.0,0.0,straw ,2.600701893939394,1.6894113636363635,3.7582,loamy sand,49.34,23089.0,82.0,13.0,5.0,2012,1.8748
14620,Horažďovice,BARL,SOH,N,120.0,0.0,straw ,4.292637878787879,2.7434,7.542199999999999,loamy sand,49.34,23089.0,82.0,13.0,5.0,2012,2.7434
14622,Horažďovice,BARL,SOH,FYM. ,0.0,10.0,straw ,2.6090575757575762,2.0405454545454544,3.6894,loamy sand,49.34,23089.0,82.0,13.0,5.0,2012,2.2962
14624,Horažďovice,BARL,SOH,FYM. + N,120.0,10.0,straw ,4.039855429292929,3.139,6.321,loamy sand,49.34,23089.0,82.0,13.0,5.0,2012,3.139
14626,Chrastava,BARL,SOH,0,0.0,0.0,straw ,1.954314734500973,1.075,3.2594,loamy sand,50.82,26459.0,82.0,13.0,5.0,2012,3.2594
14628,Chrastava,BARL,SOH,N,120.0,0.0,straw ,3.320000472616069,1.7716,4.9966,loamy sand,50.82,26459.0,82.0,13.0,5.0,2012,4.1452
14630,Chrastava,BARL,SOH,FYM. ,0.0,10.0,straw ,2.2492606815203144,1.333,4.0935999999999995,loamy sand,50.82,26459.0,82.0,13.0,5.0,2012,4.0935999999999995
14632,Chrastava,BARL,SOH,FYM. + N,120.0,10.0,straw ,3.274194773422296,2.1672,4.3946000000000005,loamy sand,50.82,26459.0,82.0,13.0,5.0,2012,4.3602
14634,Jaroměřice,BARL,SOH,0,0.0,0.0,straw ,2.337268909090909,2.0457445454545455,2.6229999999999998,clay loam,49.1,27966.0,35.0,30.0,35.0,2012,2.1414
14637,Jaroměřice,BARL,SOH,N,120.0,0.0,straw ,4.431994363636364,3.1734,5.166371818181819,clay loam,49.1,27966.0,35.0,30.0,35.0,2012,3.8011999999999997
14640,Jaroměřice,BARL,SOH,FYM. ,0.0,10.0,straw ,2.940183636363636,2.6488,3.2938,clay loam,49.1,27966.0,35.0,30.0,35.0,2012,3.2938
14643,Jaroměřice,BARL,SOH,FYM. + N,120.0,10.0,straw ,4.3532340000000005,3.3282,5.0912,clay loam,49.1,27966.0,35.0,30.0,35.0,2012,4.1108
14650,Lednice,BARL,SOH,0,0.0,0.0,straw ,2.5520100404040402,1.1352,4.6268,loam,48.8,28153.0,40.0,40.0,20.0,2012,1.1352
14651,Lednice,BARL,SOH,N,120.0,0.0,straw ,3.9708235622895622,1.8404,5.8652,loam,48.8,28153.0,40.0,40.0,20.0,2012,1.8404
14652,Lednice,BARL,SOH,FYM. ,0.0,10.0,straw ,3.0110590740740744,1.4362,5.1084000000000005,loam,48.8,28153.0,40.0,40.0,20.0,2012,1.9178
14653,Lednice,BARL,SOH,FYM. + N,120.0,10.0,straw ,3.7741964343434344,1.6512,6.708,loam,48.8,28153.0,40.0,40.0,20.0,2012,1.6512
14658,Lípa,BARL,SOH,0,0.0,0.0,straw ,2.134040075677747,0.9803999999999999,3.051840454066481,sandy loam,49.56,27951.0,65.0,25.0,10.0,2012,1.8145999999999998
14661,Lípa,BARL,SOH,N,120.0,0.0,straw ,3.885296394929272,2.2704,6.0114,sandy loam,49.56,27951.0,65.0,25.0,10.0,2012,2.7176
14664,Lípa,BARL,SOH,FYM. ,0.0,10.0,straw ,3.062425481367947,1.4018,4.236152888207683,sandy loam,49.56,27951.0,65.0,25.0,10.0,2012,3.44
14667,Lípa,BARL,SOH,FYM. + N,120.0,10.0,straw ,3.129909132420092,1.7027999999999999,4.727054794520547,sandy loam,49.56,27951.0,65.0,25.0,10.0,2012,2.3564000000000003
14670,Pusté Jakartice,BARL,SOH,0,0.0,0.0,straw ,2.107,1.505,2.666,loam,49.98,29745.0,40.0,40.0,20.0,2012,2.064
14672,Pusté Jakartice,BARL,SOH,N,120.0,0.0,straw ,2.8958545454545455,2.15,3.999,loam,49.98,29745.0,40.0,40.0,20.0,2012,3.999
14674,Pusté Jakartice,BARL,SOH,FYM. ,0.0,10.0,straw ,2.7176,1.806,3.268,loam,49.98,29745.0,40.0,40.0,20.0,2012,2.924
14676,Pusté Jakartice,BARL,SOH,FYM. + N,120.0,10.0,straw ,2.7676363636363637,2.15,3.354,loam,49.98,29745.0,40.0,40.0,20.0,2012,3.354
14678,Staňkov,BARL,SOH,0,0.0,0.0,straw ,2.365192537313433,1.0922,4.308599999999999,loam,49.55,23179.0,40.0,40.0,20.0,2012,4.308599999999999
14680,Staňkov,BARL,SOH,N,120.0,0.0,straw ,4.364007960199005,1.2556,6.983199999999999,loam,49.55,23179.0,40.0,40.0,20.0,2012,6.983199999999999
14682,Staňkov,BARL,SOH,FYM. ,0.0,10.0,straw ,3.1576119402985072,1.1782000000000001,6.0888,loam,49.55,23179.0,40.0,40.0,20.0,2012,6.0888
14684,Staňkov,BARL,SOH,FYM. + N,120.0,10.0,straw ,4.00847711442786,1.0062,6.5618,loam,49.55,23179.0,40.0,40.0,20.0,2012,6.5618
14686,Hradec n. Svit.,BARL,SOH,0,0.0,0.0,straw ,1.7669517456617452,0.9460000000000001,2.4166,loam,49.73,26472.0,40.0,40.0,20.0,2012,2.0726
14689,Hradec n. Svit.,BARL,SOH,N,120.0,0.0,straw ,3.597283525641026,2.8810000000000002,4.4204,loam,49.73,26472.0,40.0,40.0,20.0,2012,3.354
14692,Hradec n. Svit.,BARL,SOH,FYM. ,0.0,10.0,straw ,2.5918038675213673,2.1414,3.5088,loam,49.73,26472.0,40.0,40.0,20.0,2012,3.5088
14695,Hradec n. Svit.,BARL,SOH,FYM. + N,120.0,10.0,straw ,4.09034983035483,3.0357999999999996,5.0921491517741515,loam,49.73,26472.0,40.0,40.0,20.0,2012,4.2054
14702,Věrovany,BARL,SOH,0,0.0,0.0,straw ,2.857209470365026,1.8834,4.2312,loam,49.47,28776.0,40.0,40.0,20.0,2012,2.3649999999999998
14704,Věrovany,BARL,SOH,N,120.0,0.0,straw ,3.7148821709155038,2.107,6.353493025493025,loam,49.47,28776.0,40.0,40.0,20.0,2012,3.6034
14706,Věrovany,BARL,SOH,FYM. ,0.0,10.0,straw ,3.10709138474694,1.763,4.7299999999999995,loam,49.47,28776.0,40.0,40.0,20.0,2012,2.236
14708,Věrovany,BARL,SOH,FYM. + N,120.0,10.0,straw ,3.7372536155202822,2.0898000000000003,5.533121693121692,loam,49.47,28776.0,40.0,40.0,20.0,2012,3.3798
14710,Vysoká,BARL,SOH,0,0.0,0.0,straw ,1.7625620370370367,1.1153722222222222,2.1844,loam,49.64,21991.0,40.0,40.0,20.0,2012,1.9092000000000002
14712,Vysoká,BARL,SOH,N,120.0,0.0,straw ,2.9667755892255894,2.4596,3.7668,loam,49.64,21991.0,40.0,40.0,20.0,2012,2.6316
14714,Vysoká,BARL,SOH,FYM. ,0.0,10.0,straw ,2.042858333333333,0.93955,3.6034,loam,49.64,21991.0,40.0,40.0,20.0,2012,1.4362
14716,Vysoká,BARL,SOH,FYM. + N,120.0,10.0,straw ,2.815978787878788,2.15,3.6894,loam,49.64,21991.0,40.0,40.0,20.0,2012,2.15
14718,Žatec,BARL,SOH,0,0.0,0.0,straw ,2.02616,1.2469999999999999,2.795,clay loam,50.3,24818.0,35.0,30.0,35.0,2012,2.0296
14719,Žatec,BARL,SOH,N,120.0,0.0,straw ,2.72792,1.806,4.179600000000001,clay loam,50.3,24818.0,35.0,30.0,35.0,2012,2.1156
14720,Žatec,BARL,SOH,FYM. ,0.0,10.0,straw ,2.5301199999999997,1.333,4.1452,clay loam,50.3,24818.0,35.0,30.0,35.0,2012,1.333
14721,Žatec,BARL,SOH,FYM. + N,120.0,10.0,straw ,2.6229999999999998,1.5824,3.7323999999999997,clay loam,50.3,24818.0,35.0,30.0,35.0,2012,1.5824
14930,Lednice,BARL,AZP irrigated,FYM.,0.0,10.0,grain,5.4575000000000005,4.15,6.98,loam,48.8,28153.0,40.0,40.0,20.0,2012,4.49
14931,Lednice,BARL,AZP irrigated,FYM. + N,30.0,10.0,grain,5.279999999999999,3.62,7.04,loam,48.8,28153.0,40.0,40.0,20.0,2012,3.86
14932,Lednice,BARL,AZP non-irrigated,FYM.,0.0,10.0,grain,4.484999999999999,2.62,6.54,loam,48.8,28153.0,40.0,40.0,20.0,2012,2.62
14933,Lednice,BARL,AZP non-irrigated,FYM. + N,30.0,10.0,grain,4.3625,1.94,6.45,loam,48.8,28153.0,40.0,40.0,20.0,2012,1.94
14934,Lednice,BARL,AZP irrigated,FYM.,0.0,10.0,straw ,3.1725000000000003,2.72,4.16,loam,48.8,28153.0,40.0,40.0,20.0,2012,3.06
14935,Lednice,BARL,AZP irrigated,FYM. + N,30.0,10.0,straw ,4.255,3.3,5.28,loam,48.8,28153.0,40.0,40.0,20.0,2012,3.9
14936,Lednice,BARL,AZP non-irrigated,FYM.,0.0,10.0,straw ,2.8125,2.3,3.75,loam,48.8,28153.0,40.0,40.0,20.0,2012,2.6
14937,Lednice,BARL,AZP non-irrigated,FYM. + N,30.0,10.0,straw ,3.6475000000000004,2.65,4.36,loam,48.8,28153.0,40.0,40.0,20.0,2012,2.65
14946,Čáslav,WWHT,VOP,15,120.0,10.0,grain,6.523714285714286,4.9106,9.2622,loam,49.89,21891.0,40.0,40.0,20.0,2012,5.6158
14947,Čáslav,WWHT,VOP,15,120.0,10.0,straw,6.631538461538461,4.11,11.61,loam,49.89,21891.0,40.0,40.0,20.0,2012,5.18
14948,Čáslav,WWHT,VOP,21,0.0,0.0,grain,4.639085714285714,2.0554,6.9574,loam,49.89,21891.0,40.0,40.0,20.0,2012,4.5838
14949,Čáslav,WWHT,VOP,21,0.0,0.0,straw,3.7192307692307693,1.34,6.36,loam,49.89,21891.0,40.0,40.0,20.0,2012,3.5
14950,Ivanovice,WWHT,VOP,15,120.0,10.0,grain,6.882646153846154,2.4596,9.786800000000001,,,,,,,2012,2.4596
14951,Ivanovice,WWHT,VOP,15,120.0,10.0,straw,9.502727272727272,2.8,12.17,,,,,,,2012,2.8
14952,Ivanovice,WWHT,VOP,21,0.0,0.0,grain,4.509046153846153,2.4854000000000003,6.518799999999999,,,,,,,2012,2.4854000000000003
14953,Ivanovice,WWHT,VOP,21,0.0,0.0,straw,5.94,2.63,10.22,,,,,,,2012,2.63
14954,Lukavec,WWHT,VOP,15,120.0,10.0,grain,6.258342857142856,4.6182,8.0668,sandy loam,49.56,28035.0,65.0,25.0,10.0,2012,6.312399999999999
14956,Lukavec,WWHT,VOP,15,120.0,10.0,straw,7.342307692307694,2.58,12.13,sandy loam,49.56,28035.0,65.0,25.0,10.0,2012,5.5
14958,Lukavec,WWHT,VOP,21,0.0,0.0,grain,2.8994285714285715,1.6425999999999998,6.002800000000001,sandy loam,49.56,28035.0,65.0,25.0,10.0,2012,3.0874
14960,Lukavec,WWHT,VOP,21,0.0,0.0,straw,3.62923076923077,1.2,6.69,sandy loam,49.56,28035.0,65.0,25.0,10.0,2012,1.2
14962,Čáslav,C180,VOP,15,120.0,10.0,above-ground biomass,19.58625,15.04,24.86,loam,49.89,21891.0,40.0,40.0,20.0,2012,24.86
14963,Čáslav,C180,VOP,21,0.0,0.0,above-ground biomass,13.682500000000001,10.59,17.37,loam,49.89,21891.0,40.0,40.0,20.0,2012,17.37
